run	year	lct	area
10	12	pine	1055000
10	12	shrub	830400
10	12	urban	35700
10	12	water	443900
10	13	crop	2022300
10	13	grass	221400
10	13	oak	2365400
10	13	pine	1048800
10	13	shrub	828400
10	13	urban	35700
10	13	water	443900
10	14	crop	2038100
10	14	grass	222200
10	14	oak	2375000
10	14	pine	1053700
10	14	shrub	829800
10	14	urban	35700
10	14	water	443900
10	15	crop	2031900
10	15	grass	222200
10	15	oak	2371600
10	15	pine	1052300
10	15	shrub	830000
10	15	urban	35700
10	15	water	443900
10	16	crop	2030200
10	16	grass	222600
10	16	oak	2375100
10	16	pine	1049300
10	16	shrub	828800
10	16	urban	35700
10	16	water	443900
10	17	crop	2031500
10	17	grass	222100
10	17	oak	2368500
10	17	pine	1048500
10	17	shrub	829100
10	17	urban	35700
10	17	water	443900
10	18	crop	2038800
10	18	grass	222200
10	18	oak	2373900
10	18	pine	1053700
10	18	shrub	829700
10	18	urban	35700
10	18	water	443900
10	19	crop	2037700
10	19	grass	222600
10	19	oak	2373900
10	19	pine	1053700
10	19	shrub	830200
10	19	urban	35700
10	19	water	443900
10	20	crop	2025900
10	20	grass	222300
10	20	oak	2362700
10	20	pine	1036400
10	20	shrub	827800
10	20	urban	35700
10	20	water	443900
11	1	crop	2041300
11	1	grass	222800
11	1	oak	2376700
11	1	pine	1054400
11	1	shrub	830300
11	1	urban	35700
11	1	water	443900
11	2	crop	2035300
11	2	grass	222500
11	2	oak	2373900
11	2	pine	1053900
11	2	shrub	829800
11	2	urban	35700
11	2	water	443900
11	3	crop	2029000
11	3	grass	221700
11	3	oak	2367600
11	3	pine	1043600
11	3	shrub	828800
11	3	urban	35700
11	3	water	443900
11	4	crop	2042000
11	4	grass	222800
11	4	oak	2377300
11	4	pine	1054600
11	4	shrub	830800
11	4	urban	35700
11	4	water	443900
11	5	crop	2033200
11	5	grass	222500
11	5	oak	2375200
11	5	pine	1051700
11	5	shrub	829700
11	5	urban	35700
11	5	water	443900
11	6	crop	2016100
11	6	grass	220600
11	6	oak	2365600
11	6	pine	1045800
11	6	shrub	827300
11	6	urban	35700
11	6	water	443900
11	7	crop	2035100
11	7	grass	222700
11	7	oak	2373900
11	7	pine	1051400
11	7	shrub	829500
11	7	urban	35700
11	7	water	443900
11	8	crop	2039900
11	8	grass	222800
11	8	oak	2377400
11	8	pine	1054300
11	8	shrub	830400
11	8	urban	35700
11	8	water	443900
11	9	crop	2023800
11	9	grass	221400
11	9	oak	2368300
11	9	pine	1049500
11	9	shrub	829300
11	9	urban	35700
11	9	water	443900
11	10	crop	2038100
11	10	grass	222200
11	10	oak	2373700
11	10	pine	1053700
11	10	shrub	829900
11	10	urban	35700
11	10	water	443900
11	11	crop	2025900
11	11	grass	220900
11	11	oak	2366600
11	11	pine	1048900
11	11	shrub	829300
11	11	urban	35700
11	11	water	443900
11	12	crop	2035500
11	12	grass	222500
11	12	oak	2373600
11	12	pine	1053300
11	12	shrub	829500
11	12	urban	35700
11	12	water	443900
11	13	crop	2039200
11	13	grass	222500
11	13	oak	2375300
11	13	pine	1053500
11	13	shrub	830300
11	13	urban	35700
11	13	water	443900
11	14	crop	2024800
11	14	grass	221200
11	14	oak	2367900
11	14	pine	1050000
11	14	shrub	829500
11	14	urban	35700
11	14	water	443900
11	15	crop	2037100
11	15	grass	222000
11	15	oak	2374000
11	15	pine	1053200
11	15	shrub	830100
11	15	urban	35700
11	15	water	443900
11	16	crop	2039900
11	16	grass	222800
11	16	oak	2375000
11	16	pine	1053700
11	16	shrub	830700
11	16	urban	35700
11	16	water	443900
11	17	crop	2042500
11	17	grass	222700
11	17	oak	2377300
11	17	pine	1055100
11	17	shrub	830800
11	17	urban	35700
11	17	water	443900
11	18	crop	2016900
11	18	grass	221300
11	18	oak	2352800
11	18	pine	1034200
11	18	shrub	825900
11	18	urban	35700
11	18	water	443900
11	19	crop	2033500
11	19	grass	222200
11	19	oak	2370200
11	19	pine	1047800
11	19	shrub	829400
11	19	urban	35700
11	19	water	443900
11	20	crop	2035800
11	20	grass	222400
11	20	oak	2372600
11	20	pine	1048900
11	20	shrub	829800
11	20	urban	35700
11	20	water	443900
12	1	crop	2032700
12	1	grass	222200
12	1	oak	2371500
12	1	pine	1050000
12	1	shrub	828500
12	1	urban	35700
12	1	water	443900
12	2	crop	2042400
12	2	grass	222800
12	2	oak	2377200
12	2	pine	1055000
12	2	shrub	830800
12	2	urban	35700
12	2	water	443900
12	3	crop	2037500
12	3	grass	222500
12	3	oak	2374100
12	3	pine	1053600
12	3	shrub	830500
12	3	urban	35700
12	3	water	443900
12	4	crop	2022800
12	4	grass	221700
12	4	oak	2360800
12	4	pine	1039500
12	4	shrub	827500
12	4	urban	35700
12	4	water	443900
12	5	crop	2038400
12	5	grass	222700
12	5	oak	2374300
12	5	pine	1053100
12	5	shrub	830100
12	5	urban	35700
12	5	water	443900
12	6	crop	2031500
12	6	grass	222100
12	6	oak	2369200
12	6	pine	1046000
12	6	shrub	828500
12	6	urban	35700
12	6	water	443900
12	7	crop	2036200
12	7	grass	222300
12	7	oak	2373000
12	7	pine	1051000
12	7	shrub	829800
12	7	urban	35700
12	7	water	443900
12	8	crop	2040300
12	8	grass	222200
12	8	oak	2375600
12	8	pine	1054800
12	8	shrub	830300
12	8	urban	35700
12	8	water	443900
12	9	crop	2038900
12	9	grass	222600
12	9	oak	2375400
12	9	pine	1054400
12	9	shrub	830300
12	9	urban	35700
12	9	water	443900
12	10	crop	2035200
12	10	grass	222200
12	10	oak	2373900
12	10	pine	1054000
12	10	shrub	830000
12	10	urban	35700
12	10	water	443900
12	11	crop	2034400
12	11	grass	221500
12	11	oak	2371000
12	11	pine	1050200
12	11	shrub	829800
12	11	urban	35700
12	11	water	443900
12	12	crop	2022600
12	12	grass	222000
12	12	oak	2362400
12	12	pine	1037700
12	12	shrub	827200
12	12	urban	35700
12	12	water	443900
12	13	crop	2038900
12	13	grass	222500
12	13	oak	2375300
12	13	pine	1054100
12	13	shrub	830000
12	13	urban	35700
12	13	water	443900
12	14	crop	2033700
12	14	grass	222500
12	14	oak	2372800
12	14	pine	1049600
12	14	shrub	829700
12	14	urban	35700
12	14	water	443900
12	15	crop	2034800
12	15	grass	222200
12	15	oak	2372400
12	15	pine	1052500
12	15	shrub	829600
12	15	urban	35700
12	15	water	443900
12	16	crop	2038400
12	16	grass	222400
12	16	oak	2375100
12	16	pine	1053900
12	16	shrub	830200
12	16	urban	35700
12	16	water	443900
12	17	crop	2018900
12	17	grass	221700
12	17	oak	2353900
12	17	pine	1033100
12	17	shrub	826400
12	17	urban	35700
12	17	water	443900
12	18	crop	2030100
12	18	grass	222100
12	18	oak	2370600
12	18	pine	1047200
12	18	shrub	829500
12	18	urban	35700
12	18	water	443900
12	19	crop	2032600
12	19	grass	222100
12	19	oak	2368900
12	19	pine	1051200
12	19	shrub	830100
12	19	urban	35700
12	19	water	443900
12	20	crop	2034600
12	20	grass	222100
12	20	oak	2368900
12	20	pine	1049100
12	20	shrub	829400
12	20	urban	35700
12	20	water	443900
13	1	crop	2035900
13	1	grass	222500
13	1	oak	2369700
13	1	pine	1049300
13	1	shrub	829300
13	1	urban	35700
13	1	water	443900
13	2	crop	2041100
13	2	grass	222800
13	2	oak	2377300
13	2	pine	1054800
13	2	shrub	830700
13	2	urban	35700
13	2	water	443900
13	3	crop	2035200
13	3	grass	222500
13	3	oak	2375400
13	3	pine	1052900
13	3	shrub	829000
13	3	urban	35700
13	3	water	443900
13	4	crop	2038400
13	4	grass	222200
13	4	oak	2375200
13	4	pine	1053900
13	4	shrub	830400
13	4	urban	35700
13	4	water	443900
13	5	crop	2037400
13	5	grass	222700
13	5	oak	2374400
13	5	pine	1052200
13	5	shrub	829600
13	5	urban	35700
13	5	water	443900
13	6	crop	2027400
13	6	grass	222600
13	6	oak	2372900
13	6	pine	1049300
13	6	shrub	829500
13	6	urban	35700
13	6	water	443900
13	7	crop	2038600
13	7	grass	222700
13	7	oak	2374700
13	7	pine	1052300
13	7	shrub	830400
13	7	urban	35700
13	7	water	443900
13	8	crop	2038800
13	8	grass	222500
13	8	oak	2374700
13	8	pine	1053200
13	8	shrub	830400
13	8	urban	35700
13	8	water	443900
13	9	crop	2018600
13	9	grass	221100
13	9	oak	2355500
13	9	pine	1037400
13	9	shrub	826800
13	9	urban	35700
13	9	water	443900
13	10	crop	2041100
13	10	grass	222600
13	10	oak	2375500
13	10	pine	1054800
13	10	shrub	830700
13	10	urban	35700
13	10	water	443900
13	11	crop	2036300
13	11	grass	222700
13	11	oak	2374100
13	11	pine	1051300
13	11	shrub	828900
13	11	urban	35700
13	11	water	443900
13	12	crop	2023500
13	12	grass	221800
13	12	oak	2359300
13	12	pine	1038200
13	12	shrub	827000
13	12	urban	35700
13	12	water	443900
13	13	crop	2038600
13	13	grass	222400
13	13	oak	2374600
13	13	pine	1054000
13	13	shrub	829900
13	13	urban	35700
13	13	water	443900
13	14	crop	2040200
13	14	grass	222700
13	14	oak	2376200
13	14	pine	1054200
13	14	shrub	830500
13	14	urban	35700
13	14	water	443900
13	15	crop	2039800
13	15	grass	222600
13	15	oak	2375700
13	15	pine	1052700
13	15	shrub	830500
13	15	urban	35700
13	15	water	443900
13	16	crop	2036600
13	16	grass	222200
13	16	oak	2375300
13	16	pine	1052900
13	16	shrub	830200
13	16	urban	35700
13	16	water	443900
13	17	crop	2032500
13	17	grass	222200
13	17	oak	2368800
13	17	pine	1049600
13	17	shrub	829800
13	17	urban	35700
13	17	water	443900
13	18	crop	2037800
13	18	grass	222400
13	18	oak	2374600
13	18	pine	1052700
13	18	shrub	829900
13	18	urban	35700
13	18	water	443900
13	19	crop	2032900
13	19	grass	222500
13	19	oak	2373900
13	19	pine	1052100
13	19	shrub	830000
13	19	urban	35700
13	19	water	443900
13	20	crop	2041000
13	20	grass	222800
13	20	oak	2375500
13	20	pine	1053500
13	20	shrub	830700
13	20	urban	35700
13	20	water	443900
14	1	crop	2041200
14	1	grass	222700
14	1	oak	2376600
14	1	pine	1054600
14	1	shrub	830300
14	1	urban	35700
14	1	water	443900
14	2	crop	2037500
14	2	grass	222300
14	2	oak	2375000
14	2	pine	1053700
14	2	shrub	830000
14	2	urban	35700
14	2	water	443900
14	3	crop	2030700
14	3	grass	222200
14	3	oak	2373400
14	3	pine	1049900
14	3	shrub	829700
14	3	urban	35700
14	3	water	443900
14	4	crop	2034200
14	4	grass	222200
14	4	oak	2371300
14	4	pine	1050000
14	4	shrub	829300
14	4	urban	35700
14	4	water	443900
14	5	crop	2037200
14	5	grass	222600
14	5	oak	2375900
14	5	pine	1054200
14	5	shrub	830100
14	5	urban	35700
14	5	water	443900
14	6	crop	2037600
14	6	grass	222700
14	6	oak	2373300
14	6	pine	1053000
14	6	shrub	830300
14	6	urban	35700
14	6	water	443900
14	7	crop	2020100
14	7	grass	222000
14	7	oak	2367700
14	7	pine	1049100
14	7	shrub	829000
14	7	urban	35700
14	7	water	443900
14	8	crop	2025400
14	8	grass	222500
14	8	oak	2371800
14	8	pine	1048800
14	8	shrub	828400
14	8	urban	35700
14	8	water	443900
14	9	crop	2037700
14	9	grass	222700
14	9	oak	2374700
14	9	pine	1052400
14	9	shrub	830300
14	9	urban	35700
14	9	water	443900
14	10	crop	2033900
14	10	grass	222500
14	10	oak	2372400
14	10	pine	1049500
14	10	shrub	829600
14	10	urban	35700
14	10	water	443900
14	11	crop	2035800
14	11	grass	222100
14	11	oak	2373300
14	11	pine	1053900
14	11	shrub	830400
14	11	urban	35700
14	11	water	443900
14	12	crop	2039200
14	12	grass	222500
14	12	oak	2375000
14	12	pine	1054500
14	12	shrub	830400
14	12	urban	35700
14	12	water	443900
14	13	crop	2036800
14	13	grass	222200
14	13	oak	2374000
14	13	pine	1053500
14	13	shrub	830400
14	13	urban	35700
14	13	water	443900
14	14	crop	2037000
14	14	grass	222500
14	14	oak	2373000
14	14	pine	1053300
14	14	shrub	830100
14	14	urban	35700
14	14	water	443900
14	15	crop	2038300
14	15	grass	222800
14	15	oak	2375400
14	15	pine	1053000
14	15	shrub	830300
14	15	urban	35700
14	15	water	443900
14	16	crop	2034700
14	16	grass	222100
14	16	oak	2374400
14	16	pine	1053100
14	16	shrub	830100
14	16	urban	35700
14	16	water	443900
14	17	crop	2034400
14	17	grass	222100
14	17	oak	2370700
14	17	pine	1048700
14	17	shrub	829500
14	17	urban	35700
14	17	water	443900
14	18	crop	2021600
14	18	grass	221300
14	18	oak	2358200
14	18	pine	1036800
14	18	shrub	827700
14	18	urban	35700
14	18	water	443900
14	19	crop	2034900
14	19	grass	222500
14	19	oak	2370900
14	19	pine	1051800
14	19	shrub	829500
14	19	urban	35700
14	19	water	443900
14	20	crop	2040100
14	20	grass	222800
14	20	oak	2375400
14	20	pine	1054200
14	20	shrub	830600
14	20	urban	35700
14	20	water	443900
15	1	crop	2039300
15	1	grass	222400
15	1	oak	2375800
15	1	pine	1053600
15	1	shrub	830300
15	1	urban	35700
15	1	water	443900
15	2	crop	2030700
15	2	grass	222300
15	2	oak	2365900
15	2	pine	1045500
15	2	shrub	829100
15	2	urban	35700
15	2	water	443900
15	3	crop	2038800
15	3	grass	222500
15	3	oak	2374000
15	3	pine	1052000
15	3	shrub	829900
15	3	urban	35700
15	3	water	443900
15	4	crop	2039100
15	4	grass	222800
15	4	oak	2375200
15	4	pine	1052200
15	4	shrub	830300
15	4	urban	35700
15	4	water	443900
15	5	crop	2034900
15	5	grass	222200
15	5	oak	2373800
15	5	pine	1052800
15	5	shrub	829900
15	5	urban	35700
15	5	water	443900
15	6	crop	2031500
15	6	grass	222200
15	6	oak	2369200
15	6	pine	1048900
15	6	shrub	828900
15	6	urban	35700
15	6	water	443900
15	7	crop	2039500
15	7	grass	222700
15	7	oak	2374900
15	7	pine	1052700
15	7	shrub	830300
15	7	urban	35700
15	7	water	443900
15	8	crop	2040100
15	8	grass	222600
15	8	oak	2376500
15	8	pine	1053400
15	8	shrub	830000
15	8	urban	35700
15	8	water	443900
15	9	crop	2036600
15	9	grass	222600
15	9	oak	2376200
15	9	pine	1052100
15	9	shrub	830300
15	9	urban	35700
15	9	water	443900
15	10	crop	2039000
15	10	grass	222300
15	10	oak	2376200
15	10	pine	1052800
15	10	shrub	830000
15	10	urban	35700
15	10	water	443900
15	11	crop	2038700
15	11	grass	222700
15	11	oak	2375600
15	11	pine	1052300
15	11	shrub	830200
15	11	urban	35700
15	11	water	443900
15	12	crop	2039300
15	12	grass	222600
15	12	oak	2375700
15	12	pine	1054000
15	12	shrub	830400
15	12	urban	35700
15	12	water	443900
15	13	crop	2035100
15	13	grass	222600
15	13	oak	2374800
15	13	pine	1051300
15	13	shrub	829500
15	13	urban	35700
15	13	water	443900
15	14	crop	2033800
15	14	grass	222800
15	14	oak	2371800
15	14	pine	1051100
15	14	shrub	829200
15	14	urban	35700
15	14	water	443900
15	15	crop	2032700
15	15	grass	222300
15	15	oak	2372000
15	15	pine	1052600
15	15	shrub	829800
15	15	urban	35700
15	15	water	443900
15	16	crop	2030500
15	16	grass	222400
15	16	oak	2371700
15	16	pine	1048800
15	16	shrub	829400
15	16	urban	35700
15	16	water	443900
15	17	crop	2024800
15	17	grass	222700
15	17	oak	2374700
15	17	pine	1046100
15	17	shrub	827200
15	17	urban	35700
15	17	water	443900
15	18	crop	2039400
15	18	grass	222700
15	18	oak	2375400
15	18	pine	1052500
15	18	shrub	830100
15	18	urban	35700
15	18	water	443900
15	19	crop	2023000
15	19	grass	222200
15	19	oak	2357100
15	19	pine	1037900
15	19	shrub	827000
15	19	urban	35700
15	19	water	443900
15	20	crop	2040500
15	20	grass	222200
15	20	oak	2375500
15	20	pine	1054800
15	20	shrub	830500
15	20	urban	35700
15	20	water	443900
16	1	crop	2021600
16	1	grass	220100
16	1	oak	2362400
16	1	pine	1047300
16	1	shrub	828500
16	1	urban	35700
16	1	water	443900
16	2	crop	2038100
16	2	grass	222600
16	2	oak	2374200
16	2	pine	1052300
16	2	shrub	829800
16	2	urban	35700
16	2	water	443900
16	3	crop	2041000
16	3	grass	222700
16	3	oak	2377200
16	3	pine	1054600
16	3	shrub	830400
16	3	urban	35700
16	3	water	443900
16	4	crop	2030500
16	4	grass	222600
16	4	oak	2371600
16	4	pine	1047900
16	4	shrub	828900
16	4	urban	35700
16	4	water	443900
16	5	crop	2034400
16	5	grass	222700
16	5	oak	2371200
16	5	pine	1050300
16	5	shrub	829800
16	5	urban	35700
16	5	water	443900
16	6	crop	2027500
16	6	grass	222200
16	6	oak	2367200
16	6	pine	1044100
16	6	shrub	828600
16	6	urban	35700
16	6	water	443900
16	7	crop	2036100
16	7	grass	222800
16	7	oak	2376600
16	7	pine	1052500
16	7	shrub	829700
16	7	urban	35700
16	7	water	443900
16	8	crop	2038000
16	8	grass	222700
16	8	oak	2376400
16	8	pine	1053300
16	8	shrub	829700
16	8	urban	35700
16	8	water	443900
16	9	crop	2039600
16	9	grass	222700
16	9	oak	2375800
16	9	pine	1054400
16	9	shrub	830500
16	9	urban	35700
16	9	water	443900
16	10	crop	2032400
16	10	grass	222200
16	10	oak	2371700
16	10	pine	1051100
16	10	shrub	829500
16	10	urban	35700
16	10	water	443900
16	11	crop	2033100
16	11	grass	222400
16	11	oak	2370400
16	11	pine	1048700
16	11	shrub	829500
16	11	urban	35700
16	11	water	443900
16	12	crop	2029900
16	12	grass	222000
16	12	oak	2365600
16	12	pine	1044100
16	12	shrub	829100
16	12	urban	35700
16	12	water	443900
16	13	crop	2039000
16	13	grass	221600
16	13	oak	2375300
16	13	pine	1054400
16	13	shrub	830500
16	13	urban	35700
16	13	water	443900
16	14	crop	2039200
16	14	grass	222700
16	14	oak	2373200
16	14	pine	1052000
16	14	shrub	830300
16	14	urban	35700
16	14	water	443900
16	15	crop	2039400
16	15	grass	222600
16	15	oak	2375200
16	15	pine	1054400
16	15	shrub	830200
16	15	urban	35700
16	15	water	443900
16	16	crop	2042000
16	16	grass	222700
16	16	oak	2376200
16	16	pine	1054600
16	16	shrub	830600
16	16	urban	35700
16	16	water	443900
16	17	crop	2038000
16	17	grass	222400
16	17	oak	2374300
16	17	pine	1053600
16	17	shrub	829900
16	17	urban	35700
16	17	water	443900
16	18	crop	2033800
16	18	grass	222300
16	18	oak	2371500
16	18	pine	1048900
16	18	shrub	829700
16	18	urban	35700
16	18	water	443900
16	19	crop	2041700
16	19	grass	222800
16	19	oak	2377000
16	19	pine	1054700
16	19	shrub	830600
16	19	urban	35700
16	19	water	443900
16	20	crop	2031700
16	20	grass	222200
16	20	oak	2374500
16	20	pine	1051800
16	20	shrub	829500
16	20	urban	35700
16	20	water	443900
17	1	crop	2017100
17	1	grass	222200
17	1	oak	2350000
17	1	pine	1030200
17	1	shrub	825900
17	1	urban	35700
17	1	water	443900
17	2	crop	2017800
17	2	grass	221400
17	2	oak	2366800
17	2	pine	1049500
17	2	shrub	828800
17	2	urban	35700
17	2	water	443900
17	3	crop	2039000
17	3	grass	222600
17	3	oak	2374700
17	3	pine	1052900
17	3	shrub	829700
17	3	urban	35700
17	3	water	443900
17	4	crop	2040200
17	4	grass	222700
17	4	oak	2376300
17	4	pine	1054400
17	4	shrub	830300
17	4	urban	35700
17	4	water	443900
17	5	crop	2019900
17	5	grass	221600
17	5	oak	2355700
17	5	pine	1035400
17	5	shrub	826900
17	5	urban	35700
17	5	water	443900
17	6	crop	2038200
17	6	grass	222400
17	6	oak	2374700
17	6	pine	1053800
17	6	shrub	830200
17	6	urban	35700
17	6	water	443900
17	7	crop	2031500
17	7	grass	221700
17	7	oak	2367300
17	7	pine	1048000
17	7	shrub	828500
17	7	urban	35700
17	7	water	443900
17	8	crop	2033000
17	8	grass	222200
17	8	oak	2371800
17	8	pine	1050900
17	8	shrub	829800
17	8	urban	35700
17	8	water	443900
17	9	crop	2037900
17	9	grass	222600
17	9	oak	2374300
17	9	pine	1052100
17	9	shrub	830200
17	9	urban	35700
17	9	water	443900
17	10	crop	2041500
17	10	grass	222700
17	10	oak	2377200
17	10	pine	1054800
17	10	shrub	830600
17	10	urban	35700
17	10	water	443900
17	11	crop	2035700
17	11	grass	222700
17	11	oak	2375100
17	11	pine	1051800
17	11	shrub	829600
17	11	urban	35700
17	11	water	443900
17	12	crop	2034900
17	12	grass	222400
17	12	oak	2373600
17	12	pine	1050200
17	12	shrub	829200
17	12	urban	35700
17	12	water	443900
17	13	crop	2026100
17	13	grass	221600
17	13	oak	2364800
17	13	pine	1042900
17	13	shrub	827700
17	13	urban	35700
17	13	water	443900
17	14	crop	2031600
17	14	grass	222100
17	14	oak	2370900
17	14	pine	1049800
17	14	shrub	829200
17	14	urban	35700
17	14	water	443900
17	15	crop	2038900
17	15	grass	222100
17	15	oak	2373700
17	15	pine	1053900
17	15	shrub	830400
17	15	urban	35700
17	15	water	443900
17	16	crop	2029500
17	16	grass	221800
17	16	oak	2368200
17	16	pine	1046000
17	16	shrub	828800
17	16	urban	35700
17	16	water	443900
17	17	crop	2038900
17	17	grass	222400
17	17	oak	2374100
17	17	pine	1053500
17	17	shrub	830200
17	17	urban	35700
17	17	water	443900
17	18	crop	2037800
17	18	grass	222100
17	18	oak	2374300
17	18	pine	1054100
17	18	shrub	829900
17	18	urban	35700
17	18	water	443900
17	19	crop	2036300
17	19	grass	222400
17	19	oak	2375500
17	19	pine	1051600
17	19	shrub	829800
17	19	urban	35700
17	19	water	443900
17	20	crop	2039300
17	20	grass	222600
17	20	oak	2375100
17	20	pine	1053300
17	20	shrub	830200
17	20	urban	35700
17	20	water	443900
18	1	crop	2038200
18	1	grass	222600
18	1	oak	2373300
18	1	pine	1052900
18	1	shrub	829500
18	1	urban	35700
18	1	water	443900
18	2	crop	2031900
18	2	grass	221900
18	2	oak	2372400
18	2	pine	1051100
18	2	shrub	829200
18	2	urban	35700
18	2	water	443900
18	3	crop	2029400
18	3	grass	221900
18	3	oak	2367800
18	3	pine	1047700
18	3	shrub	828700
18	3	urban	35700
18	3	water	443900
18	4	crop	2032800
18	4	grass	222000
18	4	oak	2372100
18	4	pine	1051100
18	4	shrub	830200
18	4	urban	35700
18	4	water	443900
18	5	crop	2036000
18	5	grass	222000
18	5	oak	2372500
18	5	pine	1052600
18	5	shrub	830000
18	5	urban	35700
18	5	water	443900
18	6	crop	2033300
18	6	grass	222500
18	6	oak	2373300
18	6	pine	1052400
18	6	shrub	829300
18	6	urban	35700
18	6	water	443900
18	7	crop	2034700
18	7	grass	221800
18	7	oak	2371800
18	7	pine	1051100
18	7	shrub	829700
18	7	urban	35700
18	7	water	443900
18	8	crop	2022700
18	8	grass	220400
18	8	oak	2368100
18	8	pine	1049100
18	8	shrub	829900
18	8	urban	35700
18	8	water	443900
18	9	crop	2042000
18	9	grass	222600
18	9	oak	2376900
18	9	pine	1053900
18	9	shrub	830700
18	9	urban	35700
18	9	water	443900
18	10	crop	2022600
18	10	grass	220600
18	10	oak	2365200
18	10	pine	1049300
18	10	shrub	829300
18	10	urban	35700
18	10	water	443900
18	11	crop	2029000
18	11	grass	221900
18	11	oak	2365900
18	11	pine	1044200
18	11	shrub	828200
18	11	urban	35700
18	11	water	443900
18	12	crop	2023700
18	12	grass	220600
18	12	oak	2362200
18	12	pine	1046100
18	12	shrub	828000
18	12	urban	35700
18	12	water	443900
18	13	crop	2033400
18	13	grass	222600
18	13	oak	2371100
18	13	pine	1049200
18	13	shrub	829700
18	13	urban	35700
18	13	water	443900
18	14	crop	2040000
18	14	grass	222500
18	14	oak	2375300
18	14	pine	1052700
18	14	shrub	830200
18	14	urban	35700
18	14	water	443900
18	15	crop	2030400
18	15	grass	222800
18	15	oak	2375700
18	15	pine	1046000
18	15	shrub	827900
18	15	urban	35700
18	15	water	443900
18	16	crop	2036400
18	16	grass	222300
18	16	oak	2371600
18	16	pine	1051500
18	16	shrub	829900
18	16	urban	35700
18	16	water	443900
18	17	crop	2038600
18	17	grass	222800
18	17	oak	2376700
18	17	pine	1054100
18	17	shrub	830300
18	17	urban	35700
18	17	water	443900
18	18	crop	2040900
18	18	grass	222700
18	18	oak	2375700
18	18	pine	1054200
18	18	shrub	830400
18	18	urban	35700
18	18	water	443900
18	19	crop	2041100
18	19	grass	222800
18	19	oak	2377000
18	19	pine	1054400
18	19	shrub	830400
18	19	urban	35700
18	19	water	443900
18	20	crop	2038300
18	20	grass	222400
18	20	oak	2374600
18	20	pine	1052600
18	20	shrub	829900
18	20	urban	35700
18	20	water	443900
19	1	crop	2037400
19	1	grass	222600
19	1	oak	2375200
19	1	pine	1053500
19	1	shrub	830300
19	1	urban	35700
19	1	water	443900
19	2	crop	2036800
19	2	grass	222500
19	2	oak	2373800
19	2	pine	1052200
19	2	shrub	830100
19	2	urban	35700
19	2	water	443900
19	3	crop	2035400
19	3	grass	221900
19	3	oak	2374500
19	3	pine	1053600
19	3	shrub	829600
19	3	urban	35700
19	3	water	443900
19	4	crop	2033000
19	4	grass	222400
19	4	oak	2373200
19	4	pine	1051000
19	4	shrub	829400
19	4	urban	35700
19	4	water	443900
19	5	crop	2035000
19	5	grass	222400
19	5	oak	2368400
19	5	pine	1045200
19	5	shrub	829100
19	5	urban	35700
19	5	water	443900
19	6	crop	2036100
19	6	grass	222100
19	6	oak	2373800
19	6	pine	1052300
19	6	shrub	830100
19	6	urban	35700
19	6	water	443900
19	7	crop	2032700
19	7	grass	222400
19	7	oak	2372800
19	7	pine	1049000
19	7	shrub	828600
19	7	urban	35700
19	7	water	443900
19	8	crop	2028400
19	8	grass	222500
19	8	oak	2369700
19	8	pine	1047800
19	8	shrub	828900
19	8	urban	35700
19	8	water	443900
19	9	crop	2039200
19	9	grass	222600
19	9	oak	2374900
19	9	pine	1052400
19	9	shrub	830100
19	9	urban	35700
19	9	water	443900
19	10	crop	2034800
19	10	grass	222500
19	10	oak	2370600
19	10	pine	1048700
19	10	shrub	829500
19	10	urban	35700
19	10	water	443900
19	11	crop	2033000
19	11	grass	222600
19	11	oak	2371700
19	11	pine	1051400
19	11	shrub	829100
19	11	urban	35700
19	11	water	443900
19	12	crop	2033000
19	12	grass	221800
19	12	oak	2371200
19	12	pine	1051800
19	12	shrub	829600
19	12	urban	35700
19	12	water	443900
19	13	crop	2032800
19	13	grass	222300
19	13	oak	2370400
19	13	pine	1048800
19	13	shrub	829500
19	13	urban	35700
19	13	water	443900
19	14	crop	2020500
19	14	grass	222600
19	14	oak	2368700
19	14	pine	1040800
19	14	shrub	826400
19	14	urban	35700
19	14	water	443900
19	15	crop	2032200
19	15	grass	222400
19	15	oak	2371100
19	15	pine	1048200
19	15	shrub	829300
19	15	urban	35700
19	15	water	443900
19	16	crop	2036700
19	16	grass	222400
19	16	oak	2372500
19	16	pine	1052700
19	16	shrub	830300
19	16	urban	35700
19	16	water	443900
19	17	crop	2039400
19	17	grass	222800
19	17	oak	2375600
19	17	pine	1053500
19	17	shrub	830300
19	17	urban	35700
19	17	water	443900
19	18	crop	2033000
19	18	grass	222800
19	18	oak	2376300
19	18	pine	1048600
19	18	shrub	828700
19	18	urban	35700
19	18	water	443900
19	19	crop	2040900
19	19	grass	222700
19	19	oak	2376500
19	19	pine	1054200
19	19	shrub	830600
19	19	urban	35700
19	19	water	443900
19	20	crop	2032900
19	20	grass	222600
19	20	oak	2374800
19	20	pine	1052900
19	20	shrub	828700
19	20	urban	35700
19	20	water	443900
20	1	crop	2040300
20	1	grass	222800
20	1	oak	2376700
20	1	pine	1054300
20	1	shrub	830400
20	1	urban	35700
20	1	water	443900
20	2	crop	2033800
20	2	grass	222000
20	2	oak	2371400
20	2	pine	1049800
20	2	shrub	829700
20	2	urban	35700
20	2	water	443900
20	3	crop	2034900
20	3	grass	222500
20	3	oak	2373200
20	3	pine	1049200
20	3	shrub	829300
20	3	urban	35700
20	3	water	443900
